Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,Customer_Key__c
Jun,3,Friday,Pontiac,Urban,Monday,Jun,3,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1842,4,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,CUST-INS-014408
Dec,4,Thursday,Mazda,Urban,Friday,Dec,4,Female,Divorced,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,5987,16,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1994,Liability,CUST-INS-014409
Feb,3,Monday,Saab,Urban,Monday,Feb,3,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,538,13,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,CUST-INS-014410
Sep,3,Friday,Chevrolet,Urban,Wednesday,Sep,3,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2807,16,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-INS-014411
Aug,3,Tuesday,Pontiac,Urban,Wednesday,Aug,3,Male,Married,55,Policy Holder,Utility - All Perils,Utility,more than 69000,0,5802,9,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,CUST-INS-014412
Feb,3,Friday,Pontiac,Urban,Friday,Feb,4,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5597,1,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-INS-014413
Jul,3,Monday,Mazda,Urban,Thursday,Aug,3,Female,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7207,5,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,CUST-INS-014414
Sep,2,Sunday,Honda,Urban,Thursday,Sep,3,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,7344,6,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,CUST-INS-014415
Jun,3,Saturday,Pontiac,Urban,Monday,Jun,3,Female,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12534,3,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,CUST-INS-014416
May,2,Wednesday,Toyota,Rural,Monday,Jul,1,Male,Married,60,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7561,1,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,4 to 8 years,2 vehicles,1995,Liability,CUST-INS-014417
Dec,1,Thursday,Chevrolet,Urban,Monday,Dec,2,Male,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,8097,7,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,CUST-INS-014418
May,5,Saturday,Pontiac,Urban,Monday,May,5,Male,Married,72,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11368,4,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,CUST-INS-014419
Oct,1,Wednesday,Chevrolet,Rural,Thursday,Oct,1,Female,Married,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,785,15,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-INS-014420
Oct,2,Saturday,Toyota,Urban,Thursday,Oct,2,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12250,12,400,3,more than 30,more than 30,more than 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,CUST-INS-014421
Sep,4,Friday,Toyota,Urban,Monday,Sep,4,Female,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1410,1,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,CUST-INS-014422
Feb,3,Friday,Toyota,Urban,Tuesday,Feb,4,Female,Single,35,Policy Holder,Sedan - Liability,Sport,less than 20000,0,10730,6,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,CUST-INS-014423
Jan,5,Saturday,Honda,Urban,Monday,Jan,5,Female,Single,33,Third Party,Sedan - Liability,Sport,20000 to 29000,0,155,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-INS-014424
Oct,4,Tuesday,Toyota,Urban,Monday,Nov,4,Male,Married,55,Third Party,Sedan - Liability,Sport,20000 to 29000,0,7807,4,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,CUST-INS-014425
Sep,3,Sunday,Pontiac,Urban,Monday,Sep,3,Male,Single,23,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3010,13,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,3 to 5,2 to 3 years,1 vehicle,1994,All Perils,CUST-INS-014426
Mar,1,Wednesday,Ford,Urban,Friday,Mar,1,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,1,1687,8,400,2,more than 30,more than 30,2 to 4,3 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,CUST-INS-014427
Dec,3,Saturday,Toyota,Rural,Wednesday,Dec,4,Male,Married,33,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,11094,3,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,CUST-INS-014428
May,5,Monday,Toyota,Rural,Monday,May,5,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,4015,2,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-INS-014429
Jun,1,Friday,Toyota,Urban,Tuesday,Jun,3,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7456,16,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision,CUST-INS-014430
Mar,2,Saturday,Pontiac,Urban,Tuesday,Mar,3,Male,Married,30,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12914,13,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,CUST-INS-014431
Jun,4,Saturday,Pontiac,Urban,Wednesday,Jun,5,Female,Married,63,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3864,12,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,CUST-INS-014432
Mar,2,Friday,Mazda,Urban,Wednesday,May,3,Male,Single,27,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,2734,4,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-INS-014433
Feb,3,Tuesday,Pontiac,Urban,Wednesday,Feb,3,Female,Single,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1896,14,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-INS-014434
Oct,2,Thursday,Mazda,Urban,Thursday,Oct,3,Male,Single,37,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,5443,10,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,CUST-INS-014435
Mar,2,Thursday,Honda,Urban,Thursday,Mar,2,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,570,4,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,CUST-INS-014436
Sep,4,Tuesday,Mazda,Urban,Wednesday,Sep,5,Male,Single,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6710,14,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,CUST-INS-014437
Dec,4,Monday,Honda,Urban,Tuesday,Dec,4,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,5855,11,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,CUST-INS-014438
Jan,2,Thursday,Accura,Urban,Thursday,Jan,3,Female,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1817,9,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,CUST-INS-014439
Dec,3,Saturday,Mazda,Urban,Thursday,Dec,4,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,10258,15,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,CUST-INS-014440
May,2,Tuesday,Honda,Urban,Tuesday,May,2,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8320,7,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,CUST-INS-014441
Jan,3,Friday,Mazda,Urban,Tuesday,Jan,4,Female,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3395,6,400,2,more than 30,more than 30,none,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,CUST-INS-014442
Jun,3,Tuesday,Mazda,Urban,Tuesday,Jun,3,Male,Married,62,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3328,12,400,1,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,CUST-INS-014443
Jan,1,Thursday,Honda,Urban,Thursday,Jan,2,Male,Single,0,Third Party,Sedan - All Perils,Sedan,more than 69000,0,15393,8,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils,CUST-INS-014444
Dec,1,Saturday,Saab,Urban,Monday,Dec,1,Male,Married,31,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6103,12,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,CUST-INS-014445
Oct,1,Monday,Chevrolet,Urban,Tuesday,Oct,1,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,2976,14,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,CUST-INS-014446
Sep,2,Sunday,Honda,Urban,Thursday,Sep,3,Female,Married,63,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,981,16,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,CUST-INS-014447
Feb,2,Wednesday,Pontiac,Urban,Friday,May,1,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,10493,5,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,CUST-INS-014448
Dec,5,Friday,Mazda,Urban,Tuesday,Jan,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,191,1,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,CUST-INS-014449
Jan,3,Monday,Pontiac,Urban,Monday,Jan,3,Male,Single,31,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9332,10,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,CUST-INS-014450
Jun,1,Friday,Chevrolet,Rural,Wednesday,Jun,2,Male,Single,42,Third Party,Sedan - Liability,Sport,40000 to 59000,0,5089,14,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-INS-014451
Mar,4,Monday,Mazda,Rural,Monday,Apr,2,Female,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,700,15,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-INS-014452
May,2,Tuesday,Pontiac,Rural,Tuesday,Nov,2,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,15053,2,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,CUST-INS-014453
Jan,3,Saturday,Pontiac,Urban,Monday,Jan,3,Male,Single,22,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,607,4,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,All Perils,CUST-INS-014454
Mar,1,Thursday,Pontiac,Urban,Thursday,Mar,1,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12469,5,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,CUST-INS-014455
Dec,5,Friday,Honda,Urban,Tuesday,Jan,1,Female,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,302,2,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision,CUST-INS-014456
Nov,3,Friday,Pontiac,Urban,Monday,Nov,4,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,14833,1,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,CUST-INS-014457
May,1,Tuesday,Honda,Urban,Tuesday,May,1,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3421,2,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,CUST-INS-014458
Jun,2,Monday,Pontiac,Urban,Tuesday,Jun,2,Female,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,15120,7,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,CUST-INS-014459
Nov,3,Sunday,Toyota,Rural,Tuesday,Nov,4,Female,Married,35,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,1061,3,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,CUST-INS-014460
Aug,3,Tuesday,Toyota,Urban,Friday,Aug,3,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,14057,6,400,4,more than 30,more than 30,1,5 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,CUST-INS-014461
Jul,2,Monday,Chevrolet,Rural,Monday,Jul,2,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,15259,9,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,CUST-INS-014462
May,2,Friday,Toyota,Urban,Monday,Jun,1,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10758,16,700,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,CUST-INS-014463
Dec,2,Thursday,Accura,Urban,Wednesday,Dec,3,Male,Single,32,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,3445,10,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,4 to 8 years,3 to 4,1994,Collision,CUST-INS-014464
Sep,4,Monday,Mazda,Urban,Tuesday,Oct,1,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1070,1,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,CUST-INS-014465
Apr,2,Friday,Honda,Urban,Tuesday,Apr,3,Male,Married,56,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10717,10,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability,CUST-INS-014466
Feb,1,Wednesday,Honda,Rural,Friday,Feb,2,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2206,13,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Collision,CUST-INS-014467
Aug,2,Monday,Toyota,Urban,Wednesday,Aug,2,Male,Single,22,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9436,5,300,3,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,none,2 to 3 years,1 vehicle,1995,Liability,CUST-INS-014468
Oct,1,Tuesday,Toyota,Rural,Tuesday,Oct,1,Female,Divorced,47,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,7340,13,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,3 to 4,1995,Collision,CUST-INS-014469
May,5,Tuesday,Toyota,Urban,Wednesday,Jun,1,Male,Married,33,Third Party,Sedan - All Perils,Sedan,more than 69000,0,8209,5,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,CUST-INS-014470
Feb,2,Saturday,Mazda,Urban,Friday,Feb,3,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,7680,9,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,CUST-INS-014471
Apr,1,Wednesday,Chevrolet,Urban,Thursday,Apr,1,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,11313,1,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,CUST-INS-014472
Jun,4,Thursday,Honda,Urban,Wednesday,Jun,5,Male,Married,49,Policy Holder,Sedan - Liability,Sport,more than 69000,0,13504,13,400,2,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1996,Liability,CUST-INS-014473
Dec,3,Wednesday,Toyota,Urban,Thursday,Dec,3,Male,Single,49,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4643,5,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,CUST-INS-014474
May,4,Monday,Pontiac,Urban,Tuesday,Jun,1,Male,Married,52,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,7684,8,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,CUST-INS-014475
Aug,2,Tuesday,Chevrolet,Urban,Tuesday,Aug,2,Male,Married,62,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12947,4,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,CUST-INS-014476
Jul,1,Wednesday,Pontiac,Urban,Wednesday,Jul,3,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9008,13,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,CUST-INS-014477
Nov,2,Saturday,Pontiac,Urban,Monday,Nov,2,Male,Single,65,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,7997,9,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,CUST-INS-014478
Jan,2,Monday,Honda,Urban,Tuesday,Jan,2,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11260,11,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,CUST-INS-014479
Aug,2,Thursday,Mazda,Urban,Tuesday,Aug,3,Male,Single,28,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12741,4,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,1 year,1 vehicle,1996,All Perils,CUST-INS-014480
Feb,4,Thursday,Mazda,Urban,Monday,Feb,4,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,5601,6,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,CUST-INS-014481
Oct,2,Saturday,Pontiac,Urban,Friday,Oct,3,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9152,8,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,CUST-INS-014482
Oct,2,Saturday,Mazda,Urban,Tuesday,Oct,2,Male,Married,41,Third Party,Sport - Collision,Sport,more than 69000,0,7023,7,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,CUST-INS-014483
Oct,4,Tuesday,Toyota,Urban,Thursday,Oct,4,Male,Married,58,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14620,11,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,CUST-INS-014484
Oct,4,Saturday,Chevrolet,Urban,Monday,Oct,4,Male,Married,31,Policy Holder,Sedan - Liability,Sport,more than 69000,0,4894,13,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability,CUST-INS-014485
Nov,3,Monday,Pontiac,Urban,Monday,Nov,3,Male,Married,29,Policy Holder,Sedan - Liability,Sport,more than 69000,0,226,2,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-INS-014486
Apr,1,Monday,Pontiac,Urban,Tuesday,Apr,1,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14363,12,400,3,more than 30,more than 30,more than 4,5 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,CUST-INS-014487
Oct,3,Monday,Honda,Urban,Thursday,Oct,3,Female,Single,27,Third Party,Sedan - All Perils,Sedan,less than 20000,0,3355,16,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,CUST-INS-014488
Apr,5,Thursday,VW,Urban,Wednesday,May,1,Male,Married,63,Policy Holder,Sedan - Liability,Sport,more than 69000,0,5896,4,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability,CUST-INS-014489
Apr,2,Wednesday,Honda,Urban,Wednesday,Apr,2,Male,Married,69,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10678,8,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability,CUST-INS-014490
